,real_w,emos_iso_w,emos_perez_w,pvprog_best_w,htw_w,htw_intraday_w
2026-04-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 00:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 00:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 00:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 01:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 01:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 01:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 02:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 02:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 02:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 03:15:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 03:30:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 03:45:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20 04:00:00+00:00,14.24,0.0,0.0,0.0,0.0,14.24
2026-04-20 04:15:00+00:00,407.3511111111111,0.0,0.0,0.0,0.0,407.3511111111111
2026-04-20 04:30:00+00:00,462.1177777777778,2.423828071142783,163.23078653716564,136.89596850302814,0.0,462.1177777777778
2026-04-20 04:45:00+00:00,484.33,256.470637081186,245.17095280561824,205.61632854408535,0.0,484.33
2026-04-20 05:00:00+00:00,954.3733333333333,341.8622687530399,326.89352776020985,274.15420233802723,0.0,954.3733333333333
2026-04-20 05:15:00+00:00,2020.5077777777778,741.967573304408,790.206970944552,662.719030522274,0.0,2020.5077777777778
2026-04-20 05:30:00+00:00,2860.3855555555556,1138.77435254256,1255.7767213352743,1053.1761448788197,0.0,2860.3855555555556
2026-04-20 05:45:00+00:00,3939.7966666666666,1563.714938049426,1785.066296746715,1497.0728544496458,0.0,3939.7966666666666
2026-04-20 06:00:00+00:00,4493.07,1967.3081832524115,2244.497968934324,1882.3821766636156,0.0,4493.07
2026-04-20 06:15:00+00:00,5019.515555555556,2813.416435962169,3040.5626211532112,2550.0138402022694,0.0,5019.515555555556
2026-04-20 06:30:00+00:00,5443.835555555555,3582.6351516039003,3866.8370242918418,3242.981368366264,0.0,5443.835555555555
2026-04-20 06:45:00+00:00,5827.572222222222,4269.91322349004,4677.334790955365,3922.7175816796853,0.0,5827.572222222222
2026-04-20 07:00:00+00:00,6279.424444444445,4879.665232800926,5442.306541634167,4564.272712964847,0.0,6279.424444444445
2026-04-20 07:15:00+00:00,7208.181111111111,5279.127039645746,5742.1637968232735,4815.752536303357,0.0,7208.181111111111
2026-04-20 07:30:00+00:00,7605.992222222222,5774.35534355376,6239.031261526341,5232.457952243281,0.0,7605.992222222222
2026-04-20 07:45:00+00:00,8119.055555555556,6263.725125850194,6714.497818559723,5631.215173210694,0.0,8119.055555555556
2026-04-20 08:00:00+00:00,8929.364444444445,6746.770277659578,7167.847375589736,6011.4236375368255,0.0,8929.364444444445
2026-04-20 08:15:00+00:00,7541.536666666667,6808.0683019632,7231.704843441843,6064.9786689939265,0.0,7541.536666666667
2026-04-20 08:30:00+00:00,9905.57,6851.862423290869,7245.709086598876,6076.723539375332,0.0,9905.57
2026-04-20 08:45:00+00:00,9158.437777777777,6883.386546192609,7127.496534405845,5977.582794145907,0.0,9158.437777777777
2026-04-20 09:00:00+00:00,10276.041111111112,6906.097424144965,6992.1655304953665,5864.085400413789,0.0,10276.041111111112
2026-04-20 09:15:00+00:00,10738.67,7349.336695387125,7414.5439734259,6218.319471365907,0.0,10738.67
2026-04-20 09:30:00+00:00,9122.63,7785.066329546513,7843.909224206122,6578.41313441838,0.0,9122.63
2026-04-20 09:45:00+00:00,9620.575555555555,8212.849253152044,8332.178933844809,6987.907913005758,0.0,9620.575555555555
2026-04-20 10:00:00+00:00,10223.57111111111,8632.184432983078,8764.402950163796,7350.39912302504,0.0,10223.57111111111
2026-04-20 10:15:00+00:00,7772.793333333333,8776.703843194113,8899.199583286016,7463.448358611565,0.0,7772.793333333333
2026-04-20 10:30:00+00:00,11977.106666666667,8917.205204515232,9020.13207827651,7564.870225015682,0.0,11977.106666666667
2026-04-20 10:45:00+00:00,12842.937777777777,9053.731506704577,9125.477129342402,7653.219445763832,0.0,12842.937777777777
2026-04-20 11:00:00+00:00,10330.48,9191.038338325572,9213.545782527865,7727.079554070276,0.0,10330.48
2026-04-20 11:15:00+00:00,7648.772222222222,9001.845045595715,9022.966597929599,7567.247437803675,0.0,7648.772222222222
2026-04-20 11:30:00+00:00,6910.513333333333,8812.087528662423,8813.9562201494,7391.957722545891,0.0,6910.513333333333
2026-04-20 11:45:00+00:00,6032.778888888889,8617.758133580797,8590.769448392997,7204.7787600178835,0.0,6032.778888888889
2026-04-20 12:00:00+00:00,4889.925555555556,8419.503705218453,8305.054648773941,6965.15972099185,0.0,4889.925555555556
2026-04-20 12:15:00+00:00,4758.241111111111,8132.859601632606,8003.854673782656,6712.553805378428,0.0,4758.241111111111
2026-04-20 12:30:00+00:00,10596.091940976163,7841.199191888815,7690.081453433477,6449.403147336142,0.0,10596.091940976163
2026-04-20 12:45:00+00:00,6478.7555555555555,7545.045529645974,7364.576567328795,6176.41355033005,0.0,6478.7555555555555
2026-04-20 13:00:00+00:00,5452.78,7244.820954816627,7028.2076437196765,5894.312663918486,0.0,5452.78
2026-04-20 13:15:00+00:00,9069.42111111111,7208.515862101434,7000.68820677467,5871.233071807429,0.0,9069.42111111111
2026-04-20 13:30:00+00:00,7315.75,7167.783062867601,6952.832013286613,5831.097751164811,0.0,7315.75
2026-04-20 13:45:00+00:00,7463.564444444444,7121.01595196399,6883.639898110476,5773.06873702627,0.0,7463.564444444444
2026-04-20 14:00:00+00:00,6194.6288888888885,7065.683439166678,6792.226844744997,5696.403796914394,0.0,6194.6288888888885
2026-04-20 14:15:00+00:00,6008.303333333333,6849.307199049595,6590.319660673186,5527.071282518059,0.0,6008.303333333333
2026-04-20 14:30:00+00:00,7275.98,6612.173404257963,6369.136224953756,5341.572448064152,0.0,7275.98
2026-04-20 14:45:00+00:00,6138.145555555556,6367.158575706355,6128.5293025023575,5139.783812621796,0.0,6138.145555555556
2026-04-20 15:00:00+00:00,6698.052222222223,6112.615606709474,5868.4387379087,4921.654925946113,0.0,6698.052222222223
2026-04-20 15:15:00+00:00,3316.8844444444444,6014.709169664801,5770.721779221934,4839.703120270353,0.0,3316.8844444444444
2026-04-20 15:30:00+00:00,6088.59,5963.037004932725,5613.411800552759,4707.7727268564595,0.0,6088.59
2026-04-20 15:45:00+00:00,5505.587777777778,5931.208821570503,5429.645390533538,4553.654247054992,0.0,5505.587777777778
2026-04-20 16:00:00+00:00,4777.106666666667,5880.356717295205,5217.805438241206,4375.991466326485,0.0,4777.106666666667
2026-04-20 16:15:00+00:00,4342.763333333333,5609.686909396942,4853.496440631594,4070.4582141738365,0.0,4342.763333333333
2026-04-20 16:30:00+00:00,3857.8277777777776,5287.412969296707,4482.479055265065,3759.2988711436055,0.0,3857.8277777777776
2026-04-20 16:45:00+00:00,2405.407777777778,4901.390320150915,4107.056662588233,3444.4452020931453,0.0,2405.407777777778
2026-04-20 17:00:00+00:00,2186.366666666667,4432.220715701967,3729.5080685773355,3127.8083621284595,0.0,2186.366666666667
2026-04-20 17:15:00+00:00,1569.77,3822.5809877318657,3098.744891197377,2598.8092811627116,0.0,1569.77
2026-04-20 17:30:00+00:00,1019.3255813953489,2778.9270569821974,2438.9219459359488,2045.4387862437438,0.0,1019.3255813953489
2026-04-20 17:45:00+00:00,,17.36179743787444,1787.889435927952,1499.4405228327562,0.0,0.0
2026-04-20 18:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 18:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 19:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 20:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 21:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 22:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:00:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:15:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:30:00+00:00,,0.0,0.0,0.0,0.0,0.0
2026-04-20 23:45:00+00:00,,0.0,0.0,0.0,0.0,0.0
