time,p_real_w,ghi,dni,dhi,t_amb,wind_kmh,cloud_cover,wind_ms
2026-04-09 17:00:00+00:00,877.8477777777778,146.0,405.4,61.0,11.5,5.1,29,1.4166666666666665
2026-04-09 18:00:00+00:00,0.0,23.0,113.4,14.0,9.1,6.9,9,1.9166666666666667
2026-04-09 19:00:00+00:00,0.0,0.0,0.0,0.0,8.4,4.3,11,1.1944444444444444
2026-04-09 20:00:00+00:00,0.0,0.0,0.0,0.0,6.4,4.1,32,1.1388888888888888
2026-04-09 21:00:00+00:00,0.0,0.0,0.0,0.0,4.8,6.1,16,1.6944444444444442
2026-04-09 22:00:00+00:00,0.0,0.0,0.0,0.0,3.8,5.8,44,1.611111111111111
2026-04-09 23:00:00+00:00,0.0,0.0,0.0,0.0,3.4,6.2,91,1.7222222222222223
2026-04-10 00:00:00+00:00,0.0,0.0,0.0,0.0,5.2,8.3,98,2.305555555555556
2026-04-10 01:00:00+00:00,0.0,0.0,0.0,0.0,5.2,6.7,98,1.8611111111111112
2026-04-10 02:00:00+00:00,0.0,0.0,0.0,0.0,5.4,11.7,100,3.2499999999999996
2026-04-10 03:00:00+00:00,0.0,0.0,0.0,0.0,4.8,11.1,100,3.083333333333333
2026-04-10 04:00:00+00:00,9.953333333333333,0.0,0.0,0.0,3.7,11.5,100,3.194444444444444
2026-04-10 05:00:00+00:00,122.98305555555555,4.0,0.0,4.0,3.5,10.8,100,3.0
2026-04-10 06:00:00+00:00,318.25111111111113,18.0,0.0,18.0,2.7,12.7,100,3.5277777777777777
2026-04-10 07:00:00+00:00,478.3722222222222,37.0,0.0,37.0,2.7,10.1,100,2.8055555555555554
2026-04-10 08:00:00+00:00,636.0708333333333,125.0,16.5,117.0,3.5,11.1,100,3.083333333333333
2026-04-10 09:00:00+00:00,438.1511111111111,103.0,0.0,103.0,3.8,7.9,100,2.1944444444444446
2026-04-10 10:00:00+00:00,1390.043888888889,101.0,0.0,101.0,3.7,7.3,100,2.0277777777777777
2026-04-10 11:00:00+00:00,1332.7127777777778,156.0,0.0,156.0,4.3,7.8,100,2.1666666666666665
2026-04-10 12:00:00+00:00,2380.3544444444447,226.0,6.6,221.0,3.9,7.2,100,2.0
2026-04-10 13:00:00+00:00,2111.6047222222223,266.0,12.5,257.0,5.8,5.2,100,1.4444444444444444
2026-04-10 14:00:00+00:00,1923.4383333333333,212.0,7.8,207.0,6.2,6.8,100,1.8888888888888888
2026-04-10 15:00:00+00:00,955.3266666666667,148.0,3.8,146.0,7.2,7.6,100,2.111111111111111
2026-04-10 16:00:00+00:00,408.37916666666666,61.0,0.0,61.0,7.6,10.3,100,2.861111111111111
2026-04-10 17:00:00+00:00,57.6475,46.0,4.7,45.0,7.4,9.3,100,2.5833333333333335
2026-04-10 18:00:00+00:00,0.0,8.0,0.0,8.0,6.7,6.7,100,1.8611111111111112
2026-04-10 19:00:00+00:00,0.0,0.0,0.0,0.0,6.7,0.7,100,0.19444444444444442
2026-04-10 20:00:00+00:00,0.0,0.0,0.0,0.0,5.3,1.1,100,0.3055555555555556
2026-04-10 21:00:00+00:00,0.0,0.0,0.0,0.0,4.3,3.4,100,0.9444444444444444
2026-04-10 22:00:00+00:00,0.0,0.0,0.0,0.0,3.7,6.1,100,1.6944444444444442
2026-04-10 23:00:00+00:00,0.0,0.0,0.0,0.0,3.3,7.3,98,2.0277777777777777
2026-04-11 00:00:00+00:00,0.0,0.0,0.0,0.0,3.0,7.8,88,2.1666666666666665
2026-04-11 01:00:00+00:00,0.0,0.0,0.0,0.0,2.3,7.4,100,2.055555555555556
2026-04-11 02:00:00+00:00,0.0,0.0,0.0,0.0,1.9,6.3,18,1.75
2026-04-11 03:00:00+00:00,0.0,0.0,0.0,0.0,1.2,5.8,90,1.611111111111111
2026-04-11 04:00:00+00:00,99.10972222222222,0.0,0.0,0.0,0.5,5.3,70,1.472222222222222
2026-04-11 05:00:00+00:00,691.3194444444445,9.0,33.3,7.0,1.0,6.5,98,1.8055555555555556
2026-04-11 06:00:00+00:00,2374.027777777778,107.0,279.0,59.0,3.0,6.9,84,1.9166666666666667
2026-04-11 07:00:00+00:00,5542.263888888889,253.0,419.7,111.0,5.8,4.9,88,1.3611111111111112
2026-04-11 08:00:00+00:00,6603.195833333333,420.0,576.7,138.0,8.1,8.8,94,2.4444444444444446
2026-04-11 09:00:00+00:00,9123.172777777778,467.0,382.9,232.0,9.6,10.5,98,2.9166666666666665
2026-04-11 10:00:00+00:00,5363.381111111111,569.0,457.3,247.0,10.9,10.7,60,2.972222222222222
2026-04-11 11:00:00+00:00,2295.051388888889,737.0,754.7,168.0,12.4,11.9,31,3.3055555555555554
2026-04-11 12:00:00+00:00,1247.4516666666666,769.0,863.4,113.0,12.9,10.2,19,2.833333333333333
2026-04-11 13:00:00+00:00,4846.640555555556,723.0,848.4,111.0,13.5,11.8,99,3.2777777777777777
2026-04-11 14:00:00+00:00,7041.820555555556,609.0,734.5,138.0,13.9,11.4,84,3.1666666666666665
2026-04-11 15:00:00+00:00,5391.479722222222,490.0,746.7,98.0,13.9,12.2,0,3.3888888888888884
2026-04-11 16:00:00+00:00,3459.905,328.0,657.2,78.0,13.2,11.8,0,3.2777777777777777
2026-04-11 17:00:00+00:00,636.6538888888889,157.0,469.0,55.0,11.4,9.1,0,2.5277777777777777
2026-04-11 18:00:00+00:00,0.0,27.0,132.1,16.0,9.9,11.4,0,3.1666666666666665
2026-04-11 19:00:00+00:00,0.0,0.0,0.0,0.0,9.0,12.5,0,3.4722222222222223
2026-04-11 20:00:00+00:00,0.0,0.0,0.0,0.0,8.4,14.4,15,4.0
2026-04-11 21:00:00+00:00,0.0,0.0,0.0,0.0,7.7,12.7,39,3.5277777777777777
2026-04-11 22:00:00+00:00,0.0,0.0,0.0,0.0,6.8,10.0,66,2.7777777777777777
2026-04-11 23:00:00+00:00,0.0,0.0,0.0,0.0,6.1,8.2,97,2.2777777777777777
2026-04-12 00:00:00+00:00,0.0,0.0,0.0,0.0,6.1,9.4,100,2.611111111111111
2026-04-12 01:00:00+00:00,0.0,0.0,0.0,0.0,7.4,11.8,86,3.2777777777777777
2026-04-12 02:00:00+00:00,0.0,0.0,0.0,0.0,7.1,11.3,100,3.138888888888889
2026-04-12 03:00:00+00:00,0.0,0.0,0.0,0.0,7.2,8.7,100,2.4166666666666665
2026-04-12 04:00:00+00:00,52.013888888888886,0.0,0.0,0.0,6.9,8.7,92,2.4166666666666665
2026-04-12 05:00:00+00:00,479.38944444444445,9.0,15.9,8.0,6.8,8.5,99,2.361111111111111
2026-04-12 06:00:00+00:00,1341.1258333333333,86.0,169.2,56.0,7.7,8.2,100,2.2777777777777777
2026-04-12 07:00:00+00:00,1078.2558333333334,208.0,209.6,136.0,8.8,5.5,90,1.5277777777777777
2026-04-12 08:00:00+00:00,4229.801944444444,273.0,137.7,205.0,9.8,6.9,100,1.9166666666666667
2026-04-12 09:00:00+00:00,5187.540277777778,130.0,0.0,130.0,9.5,8.2,67,2.2777777777777777
2026-04-12 10:00:00+00:00,7963.435833333333,514.0,362.7,257.0,12.2,4.8,70,1.3333333333333333
2026-04-12 11:00:00+00:00,7372.034722222223,608.0,484.1,241.0,14.1,4.6,70,1.2777777777777777
2026-04-12 12:00:00+00:00,6002.019444444444,595.0,445.2,255.0,13.4,1.1,100,0.3055555555555556
2026-04-12 13:00:00+00:00,5402.26,342.0,45.5,309.0,14.2,0.9,97,0.25
2026-04-12 14:00:00+00:00,4099.587222222222,449.0,384.5,201.0,14.8,2.5,100,0.6944444444444444
2026-04-12 15:00:00+00:00,2621.0641666666666,416.0,480.5,162.0,14.9,7.1,100,1.972222222222222
2026-04-12 16:00:00+00:00,976.1486111111111,284.0,416.5,124.0,14.1,8.2,100,2.2777777777777777
2026-04-12 17:00:00+00:00,168.93166666666667,126.0,185.2,85.0,12.4,12.0,100,3.333333333333333
2026-04-12 18:00:00+00:00,0.0,21.0,23.5,19.0,10.1,8.5,100,2.361111111111111
2026-04-12 19:00:00+00:00,0.0,0.0,0.0,0.0,9.8,8.3,96,2.305555555555556
2026-04-12 20:00:00+00:00,0.0,0.0,0.0,0.0,8.9,7.6,100,2.111111111111111
2026-04-12 21:00:00+00:00,0.0,0.0,0.0,0.0,8.0,6.2,100,1.7222222222222223
2026-04-12 22:00:00+00:00,0.0,0.0,0.0,0.0,7.3,5.5,99,1.5277777777777777
2026-04-12 23:00:00+00:00,0.0,0.0,0.0,0.0,6.6,4.5,100,1.25
2026-04-13 00:00:00+00:00,0.0,0.0,0.0,0.0,6.1,5.7,100,1.5833333333333333
2026-04-13 01:00:00+00:00,0.0,0.0,0.0,0.0,5.2,5.1,100,1.4166666666666665
2026-04-13 02:00:00+00:00,0.0,0.0,0.0,0.0,4.9,5.1,45,1.4166666666666665
2026-04-13 03:00:00+00:00,0.0,0.0,0.0,0.0,4.8,5.6,32,1.5555555555555554
2026-04-13 04:00:00+00:00,50.92444444444445,0.0,0.0,0.0,4.7,5.1,97,1.4166666666666665
2026-04-13 05:00:00+00:00,647.4202777777778,12.0,30.6,10.0,5.4,4.9,100,1.3611111111111112
2026-04-13 06:00:00+00:00,1732.7780555555555,109.0,241.0,65.0,8.2,5.4,100,1.5
2026-04-13 07:00:00+00:00,3284.6413888888887,235.0,321.4,123.0,10.7,1.8,100,0.5
2026-04-13 08:00:00+00:00,5074.044444444445,366.0,344.9,194.0,13.3,5.8,100,1.611111111111111
2026-04-13 09:00:00+00:00,6072.3625,348.0,168.6,243.0,14.4,9.0,100,2.5
2026-04-13 10:00:00+00:00,6652.606111111111,468.0,235.7,300.0,16.2,11.0,100,3.0555555555555554
2026-04-13 11:00:00+00:00,6453.432777777778,701.0,618.0,230.0,18.5,13.0,93,3.611111111111111
2026-04-13 12:00:00+00:00,5690.598055555555,754.0,801.1,139.0,17.9,16.7,100,4.638888888888888
2026-04-13 13:00:00+00:00,3373.761388888889,612.0,482.9,260.0,18.5,17.1,95,4.75
2026-04-13 14:00:00+00:00,2337.285277777778,621.0,726.1,150.0,18.8,18.8,100,5.222222222222222
2026-04-13 15:00:00+00:00,1898.8483333333334,137.0,5.6,134.0,16.6,16.7,100,4.638888888888888
2026-04-13 16:00:00+00:00,975.5366666666666,114.0,12.9,109.0,15.6,17.0,100,4.722222222222222
2026-04-13 17:00:00+00:00,185.10916666666665,57.0,4.4,56.0,14.6,16.2,100,4.5
2026-04-13 18:00:00+00:00,0.0,17.0,11.5,16.0,13.9,17.2,100,4.777777777777778
2026-04-13 19:00:00+00:00,0.0,0.0,0.0,0.0,13.2,16.6,100,4.611111111111112
2026-04-13 20:00:00+00:00,0.0,0.0,0.0,0.0,13.0,18.0,100,5.0
2026-04-13 21:00:00+00:00,0.0,0.0,0.0,0.0,12.4,20.2,91,5.611111111111111
2026-04-13 22:00:00+00:00,0.0,0.0,0.0,0.0,11.1,17.3,100,4.805555555555555
2026-04-13 23:00:00+00:00,0.0,0.0,0.0,0.0,10.6,15.2,95,4.222222222222222
2026-04-14 00:00:00+00:00,0.0,0.0,0.0,0.0,11.4,11.6,100,3.222222222222222
2026-04-14 01:00:00+00:00,0.0,0.0,0.0,0.0,10.9,10.6,65,2.944444444444444
2026-04-14 02:00:00+00:00,0.0,0.0,0.0,0.0,9.1,10.1,30,2.8055555555555554
2026-04-14 03:00:00+00:00,0.0,0.0,0.0,0.0,8.2,6.7,73,1.8611111111111112
2026-04-14 04:00:00+00:00,30.535833333333333,0.0,0.0,0.0,8.0,5.3,95,1.472222222222222
2026-04-14 05:00:00+00:00,309.9675,11.0,14.7,10.0,8.1,8.3,42,2.305555555555556
2026-04-14 06:00:00+00:00,1024.5347222222222,101.0,255.6,53.0,9.4,9.4,73,2.611111111111111
2026-04-14 07:00:00+00:00,1248.2533333333333,210.0,280.0,111.0,10.4,11.3,93,3.138888888888889
2026-04-14 08:00:00+00:00,1046.1416666666667,245.0,129.1,180.0,11.4,10.6,100,2.944444444444444
2026-04-14 09:00:00+00:00,1302.0605555555555,292.0,68.5,249.0,12.6,11.5,100,3.194444444444444
2026-04-14 10:00:00+00:00,1138.2266666666667,279.0,32.1,256.0,13.0,10.5,100,2.9166666666666665
2026-04-14 11:00:00+00:00,1565.1691666666666,303.0,35.2,276.0,13.6,10.5,100,2.9166666666666665
2026-04-14 12:00:00+00:00,1896.2802777777779,255.0,11.7,246.0,12.4,11.6,100,3.222222222222222
2026-04-14 13:00:00+00:00,1663.55,212.0,38.2,184.0,12.7,12.8,100,3.555555555555556
2026-04-14 14:00:00+00:00,663.3805555555556,142.0,3.1,140.0,12.4,14.2,100,3.944444444444444
2026-04-14 15:00:00+00:00,348.7002777777778,146.0,9.3,141.0,12.4,13.6,100,3.7777777777777777
2026-04-14 16:00:00+00:00,264.7366666666667,106.0,10.2,102.0,12.2,12.0,100,3.333333333333333
2026-04-14 17:00:00+00:00,33.990833333333335,48.0,0.0,48.0,12.0,9.5,100,2.638888888888889
2026-04-14 18:00:00+00:00,0.0,10.0,0.0,10.0,10.9,8.0,100,2.2222222222222223
2026-04-14 19:00:00+00:00,0.0,0.0,0.0,0.0,10.6,8.8,100,2.4444444444444446
2026-04-14 20:00:00+00:00,0.0,0.0,0.0,0.0,10.4,8.1,100,2.25
2026-04-14 21:00:00+00:00,0.0,0.0,0.0,0.0,10.1,7.1,100,1.972222222222222
2026-04-14 22:00:00+00:00,0.0,0.0,0.0,0.0,9.9,5.5,100,1.5277777777777777
2026-04-14 23:00:00+00:00,0.0,0.0,0.0,0.0,9.4,4.8,100,1.3333333333333333
2026-04-15 00:00:00+00:00,0.0,0.0,0.0,0.0,9.0,3.2,100,0.888888888888889
2026-04-15 01:00:00+00:00,0.0,0.0,0.0,0.0,8.8,1.7,100,0.4722222222222222
2026-04-15 02:00:00+00:00,0.0,0.0,0.0,0.0,8.4,2.3,100,0.6388888888888888
2026-04-15 03:00:00+00:00,0.0,0.0,0.0,0.0,8.1,2.4,100,0.6666666666666666
2026-04-15 04:00:00+00:00,38.806666666666665,0.0,0.0,0.0,7.9,2.3,100,0.6388888888888888
2026-04-15 05:00:00+00:00,424.3122222222222,7.0,0.0,7.0,8.6,5.0,100,1.3888888888888888
2026-04-15 06:00:00+00:00,996.0919444444445,49.0,0.0,49.0,9.1,5.6,100,1.5555555555555554
2026-04-15 07:00:00+00:00,2133.985833333333,186.0,117.2,144.0,10.6,7.0,96,1.9444444444444444
2026-04-15 08:00:00+00:00,5072.505833333334,294.0,190.9,197.0,12.0,7.6,51,2.111111111111111
2026-04-15 09:00:00+00:00,7269.975,469.0,344.9,251.0,13.7,9.1,100,2.5277777777777777
2026-04-15 10:00:00+00:00,4926.573333333334,397.0,135.9,299.0,14.4,10.4,100,2.888888888888889
2026-04-15 11:00:00+00:00,5104.92,424.0,107.8,341.0,15.4,10.7,88,2.972222222222222
2026-04-15 12:00:00+00:00,5541.310277777778,440.0,171.5,307.0,15.6,9.5,96,2.638888888888889
2026-04-15 13:00:00+00:00,4002.738611111111,402.0,103.2,326.0,16.2,9.8,100,2.7222222222222223
2026-04-15 14:00:00+00:00,3534.6497222222224,359.0,120.4,280.0,16.4,10.8,100,3.0
2026-04-15 15:00:00+00:00,4484.386944444444,427.0,539.2,136.0,16.8,10.0,100,2.7777777777777777
2026-04-15 16:00:00+00:00,373.78583333333336,285.0,427.5,116.0,16.5,8.8,88,2.4444444444444446
2026-04-15 17:00:00+00:00,75.95833333333333,130.0,244.8,73.0,15.2,4.0,95,1.1111111111111112
2026-04-15 18:00:00+00:00,0.0,29.0,99.0,20.0,13.4,2.8,23,0.7777777777777777
2026-04-15 19:00:00+00:00,0.0,0.0,0.0,0.0,12.7,1.5,38,0.41666666666666663
2026-04-15 20:00:00+00:00,0.0,0.0,0.0,0.0,12.1,2.4,98,0.6666666666666666
2026-04-15 21:00:00+00:00,0.0,0.0,0.0,0.0,11.4,2.2,100,0.6111111111111112
2026-04-15 22:00:00+00:00,0.0,0.0,0.0,0.0,11.2,3.3,95,0.9166666666666666
2026-04-15 23:00:00+00:00,0.0,0.0,0.0,0.0,11.0,2.7,94,0.75
2026-04-16 00:00:00+00:00,0.0,0.0,0.0,0.0,11.6,8.1,100,2.25
2026-04-16 01:00:00+00:00,0.0,0.0,0.0,0.0,11.6,6.6,100,1.8333333333333333
2026-04-16 02:00:00+00:00,0.0,0.0,0.0,0.0,11.4,5.3,100,1.472222222222222
2026-04-16 03:00:00+00:00,0.0,0.0,0.0,0.0,10.9,2.6,100,0.7222222222222222
2026-04-16 04:00:00+00:00,4.733888888888889,0.0,0.0,0.0,10.5,1.1,98,0.3055555555555556
2026-04-16 05:00:00+00:00,508.5325,11.0,13.7,10.0,10.1,4.4,100,1.2222222222222223
2026-04-16 06:00:00+00:00,1330.8305555555555,70.0,106.0,49.0,11.8,7.9,100,2.1944444444444446
2026-04-16 07:00:00+00:00,3009.096111111111,113.0,90.8,80.0,11.9,10.6,100,2.944444444444444
2026-04-16 08:00:00+00:00,3774.2347222222224,196.0,99.4,145.0,12.6,10.8,100,3.0
2026-04-16 09:00:00+00:00,1782.598888888889,280.0,77.0,231.0,13.4,13.6,55,3.7777777777777777
2026-04-16 10:00:00+00:00,4264.305555555556,444.0,237.1,272.0,14.3,14.0,52,3.888888888888889
2026-04-16 11:00:00+00:00,1386.003888888889,545.0,427.5,214.0,14.9,12.3,92,3.416666666666667
2026-04-16 12:00:00+00:00,3827.6819444444445,413.0,166.8,283.0,15.2,12.3,100,3.416666666666667
2026-04-16 13:00:00+00:00,6585.389166666667,459.0,322.9,220.0,15.7,13.0,88,3.611111111111111
2026-04-16 14:00:00+00:00,6076.353888888889,357.0,259.2,186.0,15.5,11.8,27,3.2777777777777777
2026-04-16 15:00:00+00:00,3551.4908333333333,398.0,506.2,123.0,15.9,10.6,23,2.944444444444444
2026-04-16 16:00:00+00:00,1052.2244444444445,301.0,523.8,92.0,15.7,9.3,27,2.5833333333333335
2026-04-16 17:00:00+00:00,222.0886111111111,155.0,401.4,60.0,14.6,6.4,8,1.777777777777778
2026-04-16 18:00:00+00:00,0.0,34.0,150.9,20.0,12.5,5.9,50,1.6388888888888888
2026-04-16 19:00:00+00:00,0.0,0.0,0.0,0.0,11.6,4.4,45,1.2222222222222223
2026-04-16 20:00:00+00:00,0.0,0.0,0.0,0.0,10.9,2.7,20,0.75
2026-04-16 21:00:00+00:00,0.0,0.0,0.0,0.0,10.1,2.6,19,0.7222222222222222
2026-04-16 22:00:00+00:00,0.0,0.0,0.0,0.0,9.4,2.2,21,0.6111111111111112
2026-04-16 23:00:00+00:00,0.0,0.0,0.0,0.0,9.1,0.7,16,0.19444444444444442
2026-04-17 00:00:00+00:00,0.0,0.0,0.0,0.0,10.2,1.4,96,0.38888888888888884
2026-04-17 01:00:00+00:00,0.0,0.0,0.0,0.0,9.2,1.2,60,0.3333333333333333
2026-04-17 02:00:00+00:00,0.0,0.0,0.0,0.0,8.4,0.2,20,0.05555555555555556
2026-04-17 03:00:00+00:00,0.0,0.0,0.0,0.0,6.9,1.3,27,0.3611111111111111
2026-04-17 04:00:00+00:00,379.1852777777778,0.0,0.0,0.0,6.2,1.4,19,0.38888888888888884
2026-04-17 05:00:00+00:00,2235.9730555555557,19.0,79.2,13.0,7.1,1.4,10,0.38888888888888884
2026-04-17 06:00:00+00:00,4631.531666666667,138.0,403.3,56.0,8.9,2.2,3,0.6111111111111112
2026-04-17 07:00:00+00:00,6537.545277777778,299.0,572.8,88.0,11.4,0.9,4,0.25
2026-04-17 08:00:00+00:00,8500.22388888889,467.0,695.6,107.0,13.9,0.9,0,0.25
2026-04-17 09:00:00+00:00,9156.603611111112,625.0,808.3,107.0,16.1,0.8,2,0.22222222222222224
2026-04-17 10:00:00+00:00,1187.486111111111,698.0,777.0,131.0,17.0,3.5,35,0.9722222222222222
2026-04-17 11:00:00+00:00,831.3208333333333,698.0,695.2,157.0,17.7,2.9,25,0.8055555555555555
2026-04-17 12:00:00+00:00,806.0419444444444,690.0,679.5,158.0,18.2,2.0,33,0.5555555555555556
2026-04-17 13:00:00+00:00,3044.7080555555553,599.0,605.1,149.0,18.6,3.4,31,0.9444444444444444
2026-04-17 14:00:00+00:00,7296.545277777778,561.0,618.2,151.0,18.8,4.8,33,1.3333333333333333
2026-04-17 15:00:00+00:00,4780.913611111111,447.0,607.1,115.0,18.8,5.9,26,1.6388888888888888
2026-04-17 16:00:00+00:00,2875.7213888888887,295.0,481.8,101.0,18.2,5.1,19,1.4166666666666665
2026-04-17 17:00:00+00:00,315.56416666666667,158.0,370.2,69.0,16.5,3.4,26,0.9444444444444444
2026-04-17 18:00:00+00:00,0.0,36.0,158.5,21.0,14.6,3.2,22,0.888888888888889
2026-04-17 19:00:00+00:00,0.0,0.0,0.0,0.0,12.7,5.3,27,1.472222222222222
2026-04-17 20:00:00+00:00,0.0,0.0,0.0,0.0,12.7,11.3,41,3.138888888888889
2026-04-17 21:00:00+00:00,0.0,0.0,0.0,0.0,11.3,6.9,68,1.9166666666666667
2026-04-17 22:00:00+00:00,0.0,0.0,0.0,0.0,9.7,5.8,82,1.611111111111111
2026-04-17 23:00:00+00:00,0.0,0.0,0.0,0.0,8.8,3.9,33,1.0833333333333333
2026-04-18 00:00:00+00:00,0.0,0.0,0.0,0.0,8.1,2.4,13,0.6666666666666666
2026-04-18 01:00:00+00:00,0.0,0.0,0.0,0.0,7.3,3.1,82,0.8611111111111112
2026-04-18 02:00:00+00:00,0.0,0.0,0.0,0.0,6.9,4.0,3,1.1111111111111112
2026-04-18 03:00:00+00:00,0.0,0.0,0.0,0.0,6.8,5.2,59,1.4444444444444444
2026-04-18 04:00:00+00:00,159.11555555555555,0.0,0.0,0.0,6.9,5.2,98,1.4444444444444444
2026-04-18 05:00:00+00:00,2814.6388888888887,18.0,51.1,14.0,8.2,4.1,99,1.1388888888888888
2026-04-18 06:00:00+00:00,4809.420555555555,114.0,148.8,83.0,10.1,5.4,95,1.5
2026-04-18 07:00:00+00:00,6475.524722222222,304.0,549.3,99.0,12.2,3.6,7,1.0
2026-04-18 08:00:00+00:00,9561.246388888889,469.0,695.2,106.0,14.6,4.0,31,1.1111111111111112
2026-04-18 09:00:00+00:00,6327.5216666666665,603.0,744.0,123.0,16.6,4.2,85,1.1666666666666667
2026-04-18 10:00:00+00:00,5140.482777777778,736.0,838.1,121.0,18.1,3.5,82,0.9722222222222222
2026-04-18 11:00:00+00:00,4636.5680555555555,753.0,781.3,142.0,19.0,1.5,57,0.41666666666666663
2026-04-18 12:00:00+00:00,5595.2780555555555,629.0,578.4,174.0,19.4,1.5,63,0.41666666666666663
2026-04-18 13:00:00+00:00,6505.5575,622.0,606.2,169.0,19.9,2.3,98,0.6388888888888888
2026-04-18 14:00:00+00:00,5951.182777777778,507.0,505.5,170.0,19.9,3.8,67,1.0555555555555556
2026-04-18 15:00:00+00:00,5044.508888888889,436.0,568.7,123.0,19.6,5.2,42,1.4444444444444444
2026-04-18 16:00:00+00:00,3058.5975,309.0,521.8,97.0,18.9,6.9,35,1.9166666666666667
2026-04-18 17:00:00+00:00,560.4272222222222,166.0,413.6,65.0,17.3,7.6,32,2.111111111111111
2026-04-18 18:00:00+00:00,0.043842502094387045,37.0,155.4,22.0,14.6,5.0,20,1.3888888888888888
2026-04-18 19:00:00+00:00,0.0,0.0,0.0,0.0,13.5,2.5,0,0.6944444444444444
2026-04-18 20:00:00+00:00,0.0,0.0,0.0,0.0,11.7,5.8,2,1.611111111111111
2026-04-18 21:00:00+00:00,0.0,0.0,0.0,0.0,10.4,4.4,1,1.2222222222222223
2026-04-18 22:00:00+00:00,0.0,0.0,0.0,0.0,9.8,2.9,16,0.8055555555555555
2026-04-18 23:00:00+00:00,0.0,0.0,0.0,0.0,9.2,2.3,44,0.6388888888888888
2026-04-19 00:00:00+00:00,0.0,0.0,0.0,0.0,10.9,6.8,47,1.8888888888888888
2026-04-19 01:00:00+00:00,0.0,0.0,0.0,0.0,10.2,1.7,95,0.4722222222222222
2026-04-19 02:00:00+00:00,0.0,0.0,0.0,0.0,9.1,4.1,66,1.1388888888888888
2026-04-19 03:00:00+00:00,0.0,0.0,0.0,0.0,8.2,5.5,100,1.5277777777777777
2026-04-19 04:00:00+00:00,250.27694444444444,0.0,0.0,0.0,8.2,3.9,100,1.0833333333333333
2026-04-19 05:00:00+00:00,1839.4222222222222,17.0,0.0,17.0,9.1,3.5,100,0.9722222222222222
2026-04-19 06:00:00+00:00,2553.4180555555554,96.0,46.9,86.0,11.4,8.4,100,2.3333333333333335
2026-04-19 07:00:00+00:00,1310.1638888888888,190.0,63.5,166.0,13.1,7.3,100,2.0277777777777777
2026-04-19 08:00:00+00:00,3551.217777777778,277.0,140.5,203.0,14.2,6.5,100,1.8055555555555556
2026-04-19 09:00:00+00:00,1618.5347222222222,422.0,258.7,254.0,15.2,12.3,100,3.416666666666667
2026-04-19 10:00:00+00:00,769.1419444444444,331.0,101.7,256.0,13.8,12.8,100,3.555555555555556
2026-04-19 11:00:00+00:00,1886.3619444444444,178.0,0.0,178.0,13.8,10.1,100,2.8055555555555554
2026-04-19 12:00:00+00:00,5519.815555555556,394.0,132.9,289.0,15.2,15.3,100,4.25
2026-04-19 13:00:00+00:00,5208.003333333333,399.0,119.9,309.0,14.6,14.5,98,4.027777777777778
2026-04-19 14:00:00+00:00,3234.3305555555557,376.0,226.8,224.0,15.4,13.6,100,3.7777777777777777
2026-04-19 15:00:00+00:00,3331.0669444444443,276.0,128.2,205.0,13.3,15.7,100,4.361111111111111
2026-04-19 16:00:00+00:00,2767.2502777777777,201.0,92.7,163.0,14.1,13.3,99,3.6944444444444446
2026-04-19 17:00:00+00:00,755.5355555555556,111.0,72.6,93.0,13.4,17.5,31,4.861111111111111
2026-04-19 18:00:00+00:00,2.1077777777777778,38.0,162.6,22.0,12.1,21.2,20,5.888888888888888
2026-04-19 19:00:00+00:00,0.0,0.0,0.0,0.0,10.8,18.4,5,5.111111111111111
2026-04-19 20:00:00+00:00,0.0,0.0,0.0,0.0,9.1,15.8,1,4.388888888888889
2026-04-19 21:00:00+00:00,0.0,0.0,0.0,0.0,7.9,14.0,0,3.888888888888889
2026-04-19 22:00:00+00:00,0.0,0.0,0.0,0.0,6.9,11.6,0,3.222222222222222
2026-04-19 23:00:00+00:00,0.0,0.0,0.0,0.0,6.0,9.9,1,2.75
